icx001 icx017 NTV 25 87 NTV 87 93 NTV 93 43
icx001 icx018 NTV 25 9 NTV 9 7 NTV 7 44
icx001 icx019 NTV 25 9 NTV 9 1 NTV 1 29
icx001 icx020 NTV 25 81 NTV 81 91 NTV 91 30
icx001 icx021 NTV 25 11 NTV 11 5 NTV 5 33
icx001 icx024 NTV 25 13 NTV 13 1 NTV 1 38
icx001 icx025 NTV 25 85 NTV 85 93 NTV 93 41
icx001 icx026 NTV 25 15 NTV 15 3 NTV 3 42
icx001 icx028 NTV 25 11 NTV 11 3 NTV 3 46
icx001 icx029 NTV 25 83 NTV 83 93 NTV 93 49
icx001 icx030 NTV 25 13 NTV 13 7 NTV 7 50
icx001 icx031 NTV 25 85 NTV 85 89 NTV 89 53
icx001 icx032 NTV 25 15 NTV 15 3 NTV 3 54
icx003 icx017 NTV 29 87 NTV 87 93 NTV 93 43
icx003 icx018 NTV 29 9 NTV 9 7 NTV 7 44
icx003 icx019 NTV 29 9 NTV 9 1 NTV 1 29
icx003 icx020 NTV 29 81 NTV 81 91 NTV 91 30
icx003 icx021 NTV 29 11 NTV 11 5 NTV 5 33
icx003 icx024 NTV 29 13 NTV 13 1 NTV 1 38
icx003 icx025 NTV 29 85 NTV 85 93 NTV 93 41
icx003 icx026 NTV 29 15 NTV 15 3 NTV 3 42
icx003 icx028 NTV 29 11 NTV 11 3 NTV 3 46
icx003 icx029 NTV 29 83 NTV 83 93 NTV 93 49
icx003 icx030 NTV 29 13 NTV 13 7 NTV 7 50
icx003 icx031 NTV 29 85 NTV 85 89 NTV 89 53
icx003 icx032 NTV 29 15 NTV 15 3 NTV 3 54
icx004 icx017 ATMC 30 87 NTV 87 93 NTV 93 43
icx004 icx018 ATMC 30 9 NTV 9 7 NTV 7 44
icx004 icx019 ATMC 30 9 NTV 9 1 NTV 1 29
icx004 icx020 ATMC 30 81 NTV 81 91 NTV 91 30
icx004 icx021 ATMC 30 11 NTV 11 5 NTV 5 33
icx004 icx024 ATMC 30 13 NTV 13 1 NTV 1 38
icx004 icx025 ATMC 30 85 NTV 85 93 NTV 93 41
icx004 icx026 ATMC 30 15 NTV 15 3 NTV 3 42
icx004 icx028 ATMC 30 11 NTV 11 3 NTV 3 46
icx004 icx029 ATMC 30 83 NTV 83 93 NTV 93 49
icx004 icx030 ATMC 30 13 NTV 13 7 NTV 7 50
icx004 icx031 ATMC 30 85 NTV 85 89 NTV 89 53
icx004 icx032 ATMC 30 15 NTV 15 3 NTV 3 54
icx006 icx017 NTV 33 87 NTV 87 93 NTV 93 43
icx006 icx018 NTV 33 9 NTV 9 7 NTV 7 44
icx006 icx019 NTV 33 9 NTV 9 1 NTV 1 29
icx006 icx020 NTV 33 81 NTV 81 91 NTV 91 30
icx006 icx021 NTV 33 11 NTV 11 5 NTV 5 33
icx006 icx024 NTV 33 13 NTV 13 1 NTV 1 38
icx006 icx025 NTV 33 85 NTV 85 93 NTV 93 41
icx006 icx026 NTV 33 15 NTV 15 3 NTV 3 42
icx006 icx028 NTV 33 11 NTV 11 3 NTV 3 46
icx006 icx029 NTV 33 83 NTV 83 93 NTV 93 49
icx006 icx030 NTV 33 13 NTV 13 7 NTV 7 50
icx006 icx031 NTV 33 85 NTV 85 89 NTV 89 53
icx006 icx032 NTV 33 15 NTV 15 3 NTV 3 54
icx007 icx017 NTV 37 87 NTV 87 93 NTV 93 43
icx007 icx018 NTV 37 9 NTV 9 7 NTV 7 44
icx007 icx019 NTV 37 9 NTV 9 1 NTV 1 29
icx007 icx020 NTV 37 81 NTV 81 91 NTV 91 30
icx007 icx021 NTV 37 11 NTV 11 5 NTV 5 33
icx007 icx024 NTV 37 13 NTV 13 1 NTV 1 38
icx007 icx025 NTV 37 85 NTV 85 93 NTV 93 41
icx007 icx026 NTV 37 15 NTV 15 3 NTV 3 42
icx007 icx028 NTV 37 11 NTV 11 3 NTV 3 46
icx007 icx029 NTV 37 83 NTV 83 93 NTV 93 49
icx007 icx030 NTV 37 13 NTV 13 7 NTV 7 50
icx007 icx031 NTV 37 85 NTV 85 89 NTV 89 53
icx007 icx032 NTV 37 15 NTV 15 3 NTV 3 54
icx008 icx017 ATMC 38 87 NTV 87 93 NTV 93 43
icx008 icx018 ATMC 38 9 NTV 9 7 NTV 7 44
icx008 icx019 ATMC 38 9 NTV 9 1 NTV 1 29
icx008 icx020 ATMC 38 81 NTV 81 91 NTV 91 30
icx008 icx021 ATMC 38 11 NTV 11 5 NTV 5 33
icx008 icx024 ATMC 38 13 NTV 13 1 NTV 1 38
icx008 icx025 ATMC 38 85 NTV 85 93 NTV 93 41
icx008 icx026 ATMC 38 15 NTV 15 3 NTV 3 42
icx008 icx028 ATMC 38 11 NTV 11 3 NTV 3 46
icx008 icx029 ATMC 38 83 NTV 83 93 NTV 93 49
icx008 icx030 ATMC 38 13 NTV 13 7 NTV 7 50
icx008 icx031 ATMC 38 85 NTV 85 89 NTV 89 53
icx008 icx032 ATMC 38 15 NTV 15 3 NTV 3 54
icx009 icx017 NTV 41 87 NTV 87 93 NTV 93 43
icx009 icx018 NTV 41 9 NTV 9 7 NTV 7 44
icx009 icx019 NTV 41 9 NTV 9 1 NTV 1 29
icx009 icx020 NTV 41 81 NTV 81 91 NTV 91 30
icx009 icx021 NTV 41 11 NTV 11 5 NTV 5 33
icx009 icx024 NTV 41 13 NTV 13 1 NTV 1 38
icx009 icx025 NTV 41 85 NTV 85 93 NTV 93 41
icx009 icx026 NTV 41 15 NTV 15 3 NTV 3 42
icx009 icx028 NTV 41 11 NTV 11 3 NTV 3 46
icx009 icx029 NTV 41 83 NTV 83 93 NTV 93 49
icx009 icx030 NTV 41 13 NTV 13 7 NTV 7 50
icx009 icx031 NTV 41 85 NTV 85 89 NTV 89 53
icx009 icx032 NTV 41 15 NTV 15 3 NTV 3 54
icx011 icx017 NTV 45 87 NTV 87 93 NTV 93 43
icx011 icx018 NTV 45 9 NTV 9 7 NTV 7 44
icx011 icx019 NTV 45 9 NTV 9 1 NTV 1 29
icx011 icx020 NTV 45 81 NTV 81 91 NTV 91 30
icx011 icx021 NTV 45 11 NTV 11 5 NTV 5 33
icx011 icx024 NTV 45 13 NTV 13 1 NTV 1 38
icx011 icx025 NTV 45 85 NTV 85 93 NTV 93 41
icx011 icx026 NTV 45 15 NTV 15 3 NTV 3 42
icx011 icx028 NTV 45 11 NTV 11 3 NTV 3 46
icx011 icx029 NTV 45 83 NTV 83 93 NTV 93 49
icx011 icx030 NTV 45 13 NTV 13 7 NTV 7 50
icx011 icx031 NTV 45 85 NTV 85 89 NTV 89 53
icx011 icx032 NTV 45 15 NTV 15 3 NTV 3 54
icx012 icx017 ATMC 46 87 NTV 87 93 NTV 93 43
icx012 icx018 ATMC 46 9 NTV 9 7 NTV 7 44
icx012 icx019 ATMC 46 9 NTV 9 1 NTV 1 29
icx012 icx020 ATMC 46 81 NTV 81 91 NTV 91 30
icx012 icx021 ATMC 46 11 NTV 11 5 NTV 5 33
icx012 icx024 ATMC 46 13 NTV 13 1 NTV 1 38
icx012 icx025 ATMC 46 85 NTV 85 93 NTV 93 41
icx012 icx026 ATMC 46 15 NTV 15 3 NTV 3 42
icx012 icx028 ATMC 46 11 NTV 11 3 NTV 3 46
icx012 icx029 ATMC 46 83 NTV 83 93 NTV 93 49
icx012 icx030 ATMC 46 13 NTV 13 7 NTV 7 50
icx012 icx031 ATMC 46 85 NTV 85 89 NTV 89 53
icx012 icx032 ATMC 46 15 NTV 15 3 NTV 3 54
icx014 icx017 ATMC 50 87 NTV 87 93 NTV 93 43
icx014 icx018 ATMC 50 9 NTV 9 7 NTV 7 44
icx014 icx019 ATMC 50 9 NTV 9 1 NTV 1 29
icx014 icx020 ATMC 50 81 NTV 81 91 NTV 91 30
icx014 icx021 ATMC 50 11 NTV 11 5 NTV 5 33
icx014 icx024 ATMC 50 13 NTV 13 1 NTV 1 38
icx014 icx025 ATMC 50 85 NTV 85 93 NTV 93 41
icx014 icx026 ATMC 50 15 NTV 15 3 NTV 3 42
icx014 icx028 ATMC 50 11 NTV 11 3 NTV 3 46
icx014 icx029 ATMC 50 83 NTV 83 93 NTV 93 49
icx014 icx030 ATMC 50 13 NTV 13 7 NTV 7 50
icx014 icx031 ATMC 50 85 NTV 85 89 NTV 89 53
icx014 icx032 ATMC 50 15 NTV 15 3 NTV 3 54
icx015 icx017 ATMC 54 87 NTV 87 93 NTV 93 43
icx015 icx018 ATMC 54 9 NTV 9 7 NTV 7 44
